ORGANISM_ID,ORGANISM_NAME,ORGANISM_DESCRIPTION,STRAIN_ID,STRAIN_TYPE,STRAIN_CODE,STRAIN_DESCRIPTION,STRAIN_NOTES,ORGANISM_CLASS,RISK_GROUP,PATHOGEN,BIOLOGIST,IMPORT_PERMIT,OXYGEN_PREF,ATMOSPHERE_PREF,NUTRIENT_PREF,BIOFILM_PREF,STATUS,ACREATEDBY,ACREATEDDATE,AMODIFIEDBY,AMODIFIEDDATE,TAX_ID,BIOL_APPROVAL,SPECIAL_PRECAUTION,STRAIN_TISSUE,SCREEN_PANEL,LAB_RESTRICTION,SEQUENCE,SEQUENCE_LINK,SEQUENCE_MLST,MTA_DOCUMENT,MTA_STATUS,GEN_TYPE
GP_016,Bacillus megaterium,,ATCC 13632,Control,,KM,"Grows on TSA not NA. -  

Tested at 30C in NA and grew well (stock). MA 2021",Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,m.amado,29/MAR/21,1404,,,,Antibiogram GP,PC2.1,,,,,,
GP_017,Staphylococcus epidermidis,,ATCC 12228,Control,,FDA strain PCI 1200 ,,Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,m.amado,19/MAR/21,1282,,,,Antibiogram GP;Eurofins Peritonitis,PC2.1,,,,,,
GP_018,Bacillus subtilis,,ATCC 6633,Control,,QC strain for food testing,,Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1423,,,,Antibiogram GP,PC2.1,,,,,,
GP_019,Bacillus subtilis,,ATCC 6051,Type,Ba.su,Type strain,,Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1423,,,,Antibiogram GP; CO-ADD Ext GP,PC2.1,,,,,,
GP_020,Staphylococcus aureus,,ATCC 43300,Resistant,Sa MRSa,MRSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,uqglamb,14/SEP/22,1280,,,,CO-ADD Ext GP;CO-ADD Std;VANCO Std,PC2.2,,,,,,
GP_021,Staphylococcus aureus,,ATCC 33591,Resistant,,MRSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,06/AUG/20,1280,,,,Antibiogram GP;Eurofins Thigh;Eurofins Lung;Eurofins Peritonitis,PC2.2,,,,,,
GP_022,Staphylococcus aureus,,ATCC 29213,Control,,MSSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,Antibiogram GP,PC2.1,,,,,,
GP_023,Streptococcus pneumoniae,,ATCC 700677,Resistant;Resistant MDR,St.pn 700677,"Erythromycin, Penicillin, and Tetracycline resistant",ermB (+) (DOI: 10.1128/JCM.39.7.2565-2571.2001),Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,5% CO2,,,0,ORGDB,10/OCT/17,m.amado,11/DEC/20,1313,,,,Antibiogram GP; CO-ADD Ext GP;VANCO Std,PC2.2,,,,,,
GP_024,Enterococcus faecium,,ATCC 35667,Control,,Control Strain for API; LRA 55 03 77,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1352,,,,Antibiogram GP,PC2.2,,,,,,
GP_025,Enterococcus faecium,,ATCC 51559,Resistant,En.fa 51559,"Multidrug-resis (Amp,Cip, gentamicin, Rif,Teico,Vanc), vanA (+)",,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,m.amado,11/DEC/20,1352,,,,Antibiogram GP; CO-ADD Ext GP; VANCO Std,PC2.3,,,,,,
GP_026,Enterococcus faecium,,ATCC 700221,,,VRE,Resazurin for Screening; Species confirm by MinIon 20201204,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,m.amado,08/DEC/20,1352,,,,Antibiogram GP,PC2.3,,I:\GRPADMIN-Q2691\Lab\Microbiology\C_Strain_Collection\MinIon\MinIon sequencing GP23_GP26,,,,
GP_027,Enterococcus faecalis,,ATCC 29212,Control,,Control Strain,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,06/AUG/20,1351,,,,Antibiogram GP;Eurofins Peritonitis,PC2.2,,,,,,
GP_028,Staphylococcus aureus,,NRS 119,Resistant,,Resistant to linezolid,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,Antibiogram GP,PC2.3,,,,,,
GP_029,Staphylococcus aureus,,ATCC 700698;NRS 2,Resistant,,GISA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,s.ramu,06/AUG/20,1280,,,,Antibiogram GP,PC2.3,,,,,,
GP_030,Staphylococcus aureus,,NRS 17,Resistant,Sa GISa,"GISA, mecA (+)",,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,m.amado,17/JAN/19,1280,,,,Antibiogram GP; CO-ADD Ext GP; VANCO Std,PC2.3,,,,,,
GP_031,Staphylococcus aureus,,NRS 18,Resistant,,GISA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,Antibiogram GP,PC2.3,,,,,,
GP_032,Staphylococcus aureus,,NRS 19,Resistant,,GISA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,Antibiogram GP,PC2.3,,,,,,
GP_033,Staphylococcus epidermidis,,NRS 60,Resistant,,VISE,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,a.elliott,17/JAN/19,1282,,,,Antibiogram GP,PC2.3,,,,,,
GP_034,Staphylococcus aureus,,NRS 384,Resistant,,"MRSA; Resistant to ERY, TET ",,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,Antibiogram GP,PC2.3,,,,,,
GP_035,Staphylococcus aureus,,ATCC 700699;NRS 1; Mu50,Resistant,,"MRSA, VISA and Resistant to aminoglycosides and tetracycline (minocycline)�",,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,a.elliott,06/AUG/20,1280,,,,Antibiogram GP; CO-ADD Ext GP; VANCO Std,PC2.3,,,,,,
GP_036,Staphylococcus aureus,,CI Paterson 581101692:1,Clinical Isolate;Resistant,,MRSA; daptomycin resistant,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,VANCO Std,PC2.3,,,,,,
GP_037,Staphylococcus aureus,,CI Paterson 581101692:2,Clinical Isolate;Resistant,,daptomycin resistant,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.3,,,,,,
GP_038,Staphylococcus aureus,,CI Paterson 581101692:3,Clinical Isolate;Resistant,,daptomycin resistant,Resazurin better for Screening,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,j.zuegg,07/DEC/20,1280,,,,,PC2.3,,,,,,
GP_039,Staphylococcus aureus,,Xen 31- plate 1,Resistant;Luminescent; Mutant GMO,,Bioluminescent; MRSA,,Gram-Positive,RG2,,S.Ramu,IBC approvals ({Group-Cooper}/Funding/Ethics and Regulatory/IBC OGTR  NLRD DNIR/Vancomycin),Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_040,Staphylococcus aureus,,Xen 31- plate 2,Resistant;Luminescent; Mutant GMO,,Bioluminescent; MRSA,,Gram-Positive,RG2,,S.Ramu,IBC approvals ({Group-Cooper}/Funding/Ethics and Regulatory/IBC OGTR  NLRD DNIR/Vancomycin),Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_041,Enterococcus hirae,,52289-2866,Clinical Isolate,,,,Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1354,,,,,PC2.2,,,,,,
GP_042,Enterococcus casseliflavus,,20881-9696,Clinical Isolate,,,,Gram-Positive,RG1,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,37734,,,,,PC2.2,,,,,,
GP_043,Enterococcus faecalis,,45334-4298,Clinical Isolate;Resistant,,VRE,Resazurin for Screening,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,j.zuegg,07/DEC/20,1351,,,,,PC2.3,,,,,,
GP_044,Enterococcus faecalis,,48467-8275,Clinical Isolate;Resistant,,VRE,Resazurin for Screening,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,j.zuegg,07/DEC/20,1351,,,,,PC2.3,,,,,,
GP_045,Enterococcus faecalis,,46525-2787,Clinical Isolate;Resistant,,VanB,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1351,,,,,PC2.3,,,,,,
GP_046,Staphylococcus aureus,,49915-8918,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_047,Staphylococcus aureus,,50316-0509,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_048,Staphylococcus aureus,,50181-2671,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_049,Staphylococcus aureus,,51418-7407,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_050,Staphylococcus aureus,,49496-1320,Clinical Isolate;Resistant,,MRSA,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_051,Streptococcus pyogenes,,52630-0225,Clinical Isolate,,Group A,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,"Aerobic, but better with 5% CO2",,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1314,,,,,PC2.2,,,,,,
GP_052,Streptococcus pyogenes,,51284-8203,Clinical Isolate,,Group A,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,"Aerobic, but better with 5% CO2",,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1314,,,,,PC2.2,,,,,,
GP_053,Streptococcus pyogenes,,52446-8760,Clinical Isolate,,Group A,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,"Aerobic, but better with 5% CO2",,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1314,,,,,PC2.2,,,,,,
GP_054,Streptococcus pyogenes,,52296-3151,Clinical Isolate,,Group A,NO STOCK AVAILABLE ,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,"Aerobic, but better with 5% CO2",,,1,ORGDB,10/OCT/17,ORGDB,11/NOV/21,1314,,,,,PC2.2,,,,,,
GP_055,Streptococcus pyogenes,,47600-8489,Clinical Isolate,,Group A,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,"Aerobic, but better with 5% CO2",,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1314,,,,,PC2.2,,,,,,
GP_056,Streptococcus pneumoniae,,51348-9980,Clinical Isolate,,,NO STOCK AVAILABLE,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,11/NOV/21,1313,,,,,PC2.2,,,,,,
GP_057,Streptococcus pneumoniae,,50815-6819,Clinical Isolate,,,NO STOCK AVAILABLE ,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,11/NOV/21,1313,,,,,PC2.2,,,,,,
GP_058,Streptococcus pneumoniae,,51920-2182,Clinical Isolate,,,NO STOCK AVAILABLE ,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,11/NOV/21,1313,,,,,PC2.2,,,,,,
GP_059,Streptococcus pneumoniae,,52271-3305,Clinical Isolate,,,NO STOCK AVAILABLE ,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,11/NOV/21,1313,,,,,PC2.2,,,,,,
GP_060,Streptococcus pneumoniae,,52473-1916,Clinical Isolate,,,NO STOCK AVAILABLE ,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,ORGDB,11/NOV/21,1313,,,,,PC2.2,,,,,,
GP_061,Staphylococcus aureus,,Xen29,Luminescent,,,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,"37C, with 5% CO2",,,1,ORGDB,10/OCT/17,ORGDB,26/OCT/21,1280,,,,,PC2.2,,,,,,
GP_062,Staphylococcus aureus,,VRS-3b,Resistant,,"Glycopeptide Resistant Staphylococci, MRSA, vanA (+), mecA (+)",,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,m.amado,01/MAR/21,1280,,,,Antibiogram GP;VANCO Std,PC2.3,WGS,https://www.ncbi.nlm.nih.gov/nuccore/AHBM00000000.1/,,,,
GP_063,Staphylococcus aureus,,VRS-4,Resistant,,"Glycopeptide Resistant Staphylococci, vanA (+), mecA (+)","For stability purposes, it is recommended that the strain is subcultured in the presence of 6 ug/mL vancomycin.",Gram-Positive,RG2,,S.Ramu,,Aerobic,,,,1,ORGDB,10/OCT/17,m.amado,01/MAR/21,1280,,,,Antibiogram GP;VANCO Std,PC2.3,WGS,https://www.ncbi.nlm.nih.gov/nuccore/AHBN00000000.1/,,,,
GP_064,Staphylococcus aureus,,VRS-1,Resistant,Sa VRS,"Glycopeptide Resistant Staphylococci
vanA (+) and mecA (+). Tn1546 in staphylococcal plasmid (more stable, ref: VanA-Type Vancomycin-Resistant Staphylococcus aureus Minireview)","For stability purposes, it is recommended that the strain is subcultured in the presence of 6 ug/mL of vancomycin.",Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,0,ORGDB,10/OCT/17,m.amado,01/MAR/21,1280,,,,Antibiogram GP;CO-ADD Ext GP;VANCO Std,PC2.3,WGS,https://www.ncbi.nlm.nih.gov/nuccore/AHBK00000000.1/,,,,
GP_065,Staphylococcus aureus,,VRS-10,Resistant,,"Glycopeptide Resistant Staphylococci. Tn1546 in staphylococcal plasmid (more stable, ref: VanA-Type Vancomycin-Resistant Staphylococcus aureus Minireview)","For stability purposes, it is recommended that the strain is subcultured in the presence of 6 ug/mL vancomycin.",Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,1,ORGDB,10/OCT/17,m.amado,01/MAR/21,1280,,,,Antibiogram GP;VANCO Std,PC2.3,WGS,http://www.ncbi.nlm.nih.gov/nuccore/AHBT00000000.1/,,,,
GP_066,Streptomyces lividans,,70016,Clinical Isolate,,Produces deacylase enzyme,,Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1916,,,,,PC2.2,,,,,,
GP_067,Clostridium difficile,,BAA-1382,Resistant,,"630, Ribotype 012, Toxinotype 0, Multiresistant Switzerland isolate, Clade 1",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_068,Clostridium difficile,,ATCC 9689,Control,,"90556-M6S, Ribotype001, Toxinotype 0, Unknown isolation source from Unknown Geographic location, Clade 1",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_069,Clostridium difficile,,,Clinical Isolate,,"CD66, Ribotype 014, Toxinotype 0, A+B+CDT-, Melbourne Victoria Australia, Clade 1",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_070,Clostridium difficile,,,Clinical Isolate,,"M7404, Ribotype 027, Toxinotype III, A+B+CDT+, Quebec Canada, Clade 2 ",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_071,Clostridium difficile,,,Clinical Isolate,,"1470, Ribotype 017, Toxinotype VIII, A-B+CDT-, Belgium, Clade 4 ",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_072,Clostridium difficile,,,Clinical Isolate,,"CD71, Ribotype 078, Toxinotype V, A+B+CDT+, Melbourne Victoria Australia, Clade 5",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_073,Clostridium difficile,,ATCC 43255 ,Clinical Isolate,,"VPI 10463, Ribotype 087, Toxinotype 0, A+B+CDT-, Abdominal wound isolation via G Nygaard deposited by TD Wilkins, DM Lyerly,   ",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_074,Clostridium difficile,,BAA-1803 ,Clinical Isolate,,"Ribotype 027, Toxinotype IIIc, NAP1, A+B+CDT+, Clinical isolate deposited by R Clark Unknown geographic location ",,Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_075,Enterococcus faecalis,,ATCC 29200,,,8413,,Gram-Positive,RG2,,S.Ramu,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1351,,,,Antibiogram GP,PC2.2,,,,,,
GP_076,Actinomadura sp.,,ATCC 39727,Control,,Soil bacteria,Oatmeal Agar / ISP2 broth,Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1989,,,,,PC2.2,,,,,,
GP_077,Actinoplanes sp.,,ATCC 33067,Control,,"Produces ramoplanin A-16686, antibiotic A-16686",Oatmeal Agar / ISP2 broth,Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1871,,,,,PC2.2,,,,,,
GP_078,Actinoplanes teichomyceticus,,ATCC 31121,Control,,"Produces teicoplanin teichomycin, Deacylates aridicins",YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1867,,,,,PC2.2,,,,,,
GP_079,Kibdelosporangium aridum subsp. largum,,ATCC 39922,Type,,"Type strain - Produces AAD-216 , AAD-609,aridicins, Production of AAD-216 and 609, glycopeptide antibiotics",YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,145996,,,,,PC2.2,,,,,,
GP_080,Actinoplanes sp.,,NRRL12052,,,Actinoplanes utahensis,YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,S.Ramu,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1871,,,,,PC2.2,,,,,,
GP_081,Nocardia orientalis,,NRRL 18099,,,Nocardia orientalis,YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,A.Kavanagh,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,31958,,,,,PC2.2,,,,,,
GP_082,Nocardia orientalis,,NRRL 18098,,,Nocardia orientalis,YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,A.Kavanagh,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,31958,,,,,PC2.2,,,,,,
GP_083,Nocardia orientalis,,NRRL 18100,,,Nocardia orientalis,YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,A.Kavanagh,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,31958,,,,,PC2.2,,,,,,
GP_084,Actinoplanes utahensis,,NRRL2452,,,Actinoplanes utahensis,YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,A.Kavanagh,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1869,,,,,PC2.2,,,,,,
GP_085,Amycolatopsis coloradensis,,NRRL 3218,Type,,"DSM 44225=Lederle Labs AV-290, Also known as Streptomyces candidus",YMA � Yeast Malt Agar / Broth,Gram-Positive,RG1,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,76021,,,,,PC2.2,,,,,,
GP_086,Streptomyces toyocaensis,,NRRL 15009,,,Produces glycopeptide antibiotics,Oatmeal Agar / ISP2 broth,Gram-Positive,RG1,,A.Kavanagh,,Aerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,55952,,,,,PC2.2,,,,,,
GP_087,Ruminococcus gnavus,,ATCC 35913,,,AB [V1268],Modified chopped meat medium/TSA+5% sheep blood,Gram-Positive,RG1,,A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,33038,,,,,PC2.2,,,,,,
GP_088,Ruminococcus bromii,,ATCC 51896,,,X-30,Modified chopped meat medium/TSA+5% sheep blood,Gram-Positive,RG1,,A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,40518,,,,,PC2.2,,,,,,
GP_089,Bifidobacterium adolescentis,,ATCC 15703,Type,,E194a (Variant a),RCM and meat medium worked,Gram-Positive,RG1,,G.Kaeslin; A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1680,,,,,PC2.2,,,,,,
GP_090,Clostridium bolteae,,BAA-613,Type,,WAL 16351 [CCUG 46953],chopped meat medium,Gram-Positive,RG2,,G.Kaeslin; A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,208479,,,,,PC2.2,,,,,,
GP_091,Lachnospiraceae sp.,,BAA-2281,,,1-1-57 FAA CT2,choped meat broth/ Brucella agar + 5% sheep blood,Gram-Positive,RG1,,G.Kaeslin; A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,186803,,,,,PC2.2,,,,,,
GP_092,Ruminococcus gnavus,,ATCC 29149,Type,,VPI C7-9,chopped meat medium,Gram-Positive,RG1,,G.Kaeslin; A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,33038,,,,,PC2.2,,,,,,
GP_093,Ruminococcus bromii,,ATCC 27255,Type,,VPI 6883 ,chopped meat medium,Gram-Positive,RG1,,G.Kaeslin; A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,40518,,,,,PC2.2,,,,,,
GP_094,Clostridium difficile,,CD26A54_R,Clinical Isolate;Resistant,,"Ribotype 027, NAP1, isolate from stool sample collected under the Canadian Nosocomial Surveillance Program (CNISP)","UNDER MTA, Lynch, T., Chong, P., Zhang, J., Hizon, R., Du, T., Graham, M. R., et al. (2013) PloS One, 8(1), e53757. doi:10.1371/journal.pone.0053757, ",Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_095,Clostridium difficile,,CD26A54_S,Clinical Isolate,,"Ribotype 027, NAP1, isolated from stool sample collected under the Canadian Nosocomial Surveillance Program (CNISP), Stable Metronidazole resistant","UNDER MTA, Lynch, T., Chong, P., Zhang, J., Hizon, R., Du, T., Graham, M. R., et al. (2013) PloS One, 8(1), e53757. doi:10.1371/journal.pone.0053757, ",Gram-Positive,RG2,,A.Jarrad,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1496,,,,,PC2.2,,,,,,
GP_096,Bifidobacterium longum,,ATCC 55813,,,Y1 [CCRC 910048],Broth - Reinforced clostridial media + 0.1% cysteine,Gram-Positive,RG1,,A.Elliott,,Anaerobic Obligate,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,216816,,,,,PC2.2,,,,,,
GP_097,Staphylococcus aureus,,M30538,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_098,Staphylococcus aureus,,M31394,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_099,Staphylococcus aureus,,M31634,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_100,Staphylococcus aureus,,M31907,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_101,Staphylococcus aureus,,M32158,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_102,Staphylococcus aureus,,M32158,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_103,Staphylococcus aureus,,M34027,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
GP_104,Staphylococcus aureus,,M34575,Clinical Isolate,,MSSA,,Gram-Positive,RG2,,A.Kavanagh,,Anaerobic Facultative,,,,,ORGDB,10/OCT/17,ORGDB,17/JAN/19,1280,,,,,PC2.2,,,,,,
